"filter_key","po_number","dc_blinkit_internal_city","wh_name","place_of_supply","po_state","item_id","units_ordered","remaining_quantity","total_amount","create_dt","appointment_ts","expiry_ts","order_key"
mumbai-10216726,"2273910096790",mumbai,MUMBAI M10 - FEEDER WAREHOUSE,mumbai,Scheduled,"10216726",216,216,5616.0,"2026-08-12","2026-08-18","2026-08-18",1
mumbai-10249577,"2273910096790",mumbai,MUMBAI M10 - FEEDER WAREHOUSE,mumbai,Scheduled,"10249577",12,12,9231.6,"2026-08-12","2026-08-18","2026-08-18",1
mumbai-10260300,"2273910096790",mumbai,MUMBAI M10 - FEEDER WAREHOUSE,mumbai,Scheduled,"10260300",36,36,6804.0,"2026-08-12","2026-08-18","2026-08-18",1
mumbai-10265737,"2273910096790",mumbai,MUMBAI M10 - FEEDER WAREHOUSE,mumbai,Scheduled,"10265737",36,36,6804.0,"2026-08-12","2026-08-18","2026-08-18",1
mumbai-10315341,"2273910096790",mumbai,MUMBAI M10 - FEEDER WAREHOUSE,mumbai,Scheduled,"10315341",48,48,1560.0,"2026-08-12","2026-08-18","2026-08-18",1
mumbai-10315543,"2273910096790",mumbai,MUMBAI M10 - FEEDER WAREHOUSE,mumbai,Scheduled,"10315543",96,96,3120.0,"2026-08-12","2026-08-18","2026-08-18",1
mumbai-10315546,"2273910096790",mumbai,MUMBAI M10 - FEEDER WAREHOUSE,mumbai,Scheduled,"10315546",144,144,4680.0,"2026-08-12","2026-08-18","2026-08-18",1
mumbai-10315547,"2273910096790",mumbai,MUMBAI M10 - FEEDER WAREHOUSE,mumbai,Scheduled,"10315547",48,48,1560.0,"2026-08-12","2026-08-18","2026-08-18",1
mumbai-10325396,"2273910096790",mumbai,MUMBAI M10 - FEEDER WAREHOUSE,mumbai,Scheduled,"10325396",144,144,12060.0,"2026-08-12","2026-08-18","2026-08-18",1
mumbai-10176795,"2273910097234",mumbai,MUMBAI M10 - FEEDER WAREHOUSE,mumbai,Scheduled,"10176795",180,180,6804.0,"2026-08-13","2026-08-18","2026-08-19",1
mumbai-10176797,"2273910097234",mumbai,MUMBAI M10 - FEEDER WAREHOUSE,mumbai,Scheduled,"10176797",180,180,6804.0,"2026-08-13","2026-08-18","2026-08-19",1
mumbai-10216709,"2273910097234",mumbai,MUMBAI M10 - FEEDER WAREHOUSE,mumbai,Scheduled,"10216709",72,72,1872.0,"2026-08-13","2026-08-18","2026-08-19",1
mumbai-10216715,"2273910097234",mumbai,MUMBAI M10 - FEEDER WAREHOUSE,mumbai,Scheduled,"10216715",288,288,7488.0,"2026-08-13","2026-08-18","2026-08-19",1
mumbai-10216726,"2273910097234",mumbai,MUMBAI M10 - FEEDER WAREHOUSE,mumbai,Scheduled,"10216726",144,144,3744.0,"2026-08-13","2026-08-18","2026-08-19",1
mumbai-10292367,"2273910097234",mumbai,MUMBAI M10 - FEEDER WAREHOUSE,mumbai,Scheduled,"10292367",144,144,11095.2,"2026-08-13","2026-08-18","2026-08-19",1
mumbai-10176793,"2273910097415",mumbai,MUMBAI M10 - FEEDER WAREHOUSE,mumbai,Scheduled,"10176793",180,180,6804.0,"2026-08-14","2026-08-19","2026-08-20",1
mumbai-10216715,"2273910097415",mumbai,MUMBAI M10 - FEEDER WAREHOUSE,mumbai,Scheduled,"10216715",72,72,1872.0,"2026-08-14","2026-08-19","2026-08-20",1
mumbai-10216722,"2273910097415",mumbai,MUMBAI M10 - FEEDER WAREHOUSE,mumbai,Scheduled,"10216722",72,72,1872.0,"2026-08-14","2026-08-19","2026-08-20",1
mumbai-10249577,"2273910097415",mumbai,MUMBAI M10 - FEEDER WAREHOUSE,mumbai,Scheduled,"10249577",48,48,36926.4,"2026-08-14","2026-08-19","2026-08-20",1
mumbai-10258761,"2273910097415",mumbai,MUMBAI M10 - FEEDER WAREHOUSE,mumbai,Scheduled,"10258761",36,36,6804.0,"2026-08-14","2026-08-19","2026-08-20",1
mumbai-10315341,"2273910097415",mumbai,MUMBAI M10 - FEEDER WAREHOUSE,mumbai,Scheduled,"10315341",48,48,1560.0,"2026-08-14","2026-08-19","2026-08-20",1
mumbai-10315543,"2273910097415",mumbai,MUMBAI M10 - FEEDER WAREHOUSE,mumbai,Scheduled,"10315543",48,48,1560.0,"2026-08-14","2026-08-19","2026-08-20",1
mumbai-10324645,"2273910097415",mumbai,MUMBAI M10 - FEEDER WAREHOUSE,mumbai,Scheduled,"10324645",144,144,12060.0,"2026-08-14","2026-08-19","2026-08-20",1
mumbai-10325396,"2273910097415",mumbai,MUMBAI M10 - FEEDER WAREHOUSE,mumbai,Scheduled,"10325396",144,144,12060.0,"2026-08-14","2026-08-19","2026-08-20",1
mumbai-10176794,"2273910097633",mumbai,MUMBAI M10 - FEEDER WAREHOUSE,mumbai,Scheduled,"10176794",180,180,6804.0,"2026-08-15","2026-08-19","2026-08-21",1
mumbai-10176795,"2273910097633",mumbai,MUMBAI M10 - FEEDER WAREHOUSE,mumbai,Scheduled,"10176795",180,180,6804.0,"2026-08-15","2026-08-19","2026-08-21",1
mumbai-10176797,"2273910097633",mumbai,MUMBAI M10 - FEEDER WAREHOUSE,mumbai,Scheduled,"10176797",360,360,13608.0,"2026-08-15","2026-08-19","2026-08-21",1
mumbai-10199527,"2273910097633",mumbai,MUMBAI M10 - FEEDER WAREHOUSE,mumbai,Scheduled,"10199527",180,180,6804.0,"2026-08-15","2026-08-19","2026-08-21",1
mumbai-10216715,"2273910097633",mumbai,MUMBAI M10 - FEEDER WAREHOUSE,mumbai,Scheduled,"10216715",504,504,13104.0,"2026-08-15","2026-08-19","2026-08-21",1
mumbai-10216722,"2273910097633",mumbai,MUMBAI M10 - FEEDER WAREHOUSE,mumbai,Scheduled,"10216722",144,144,3744.0,"2026-08-15","2026-08-19","2026-08-21",1
mumbai-10216726,"2273910097633",mumbai,MUMBAI M10 - FEEDER WAREHOUSE,mumbai,Scheduled,"10216726",288,288,7488.0,"2026-08-15","2026-08-19","2026-08-21",1
mumbai-10249577,"2273910097633",mumbai,MUMBAI M10 - FEEDER WAREHOUSE,mumbai,Scheduled,"10249577",30,30,23079.0,"2026-08-15","2026-08-19","2026-08-21",1
mumbai-10249578,"2273910097633",mumbai,MUMBAI M10 - FEEDER WAREHOUSE,mumbai,Scheduled,"10249578",24,24,18463.2,"2026-08-15","2026-08-19","2026-08-21",1
mumbai-10260300,"2273910097633",mumbai,MUMBAI M10 - FEEDER WAREHOUSE,mumbai,Scheduled,"10260300",72,72,13608.0,"2026-08-15","2026-08-19","2026-08-21",1
mumbai-10265737,"2273910097633",mumbai,MUMBAI M10 - FEEDER WAREHOUSE,mumbai,Scheduled,"10265737",36,36,6804.0,"2026-08-15","2026-08-19","2026-08-21",1
mumbai-10265740,"2273910097633",mumbai,MUMBAI M10 - FEEDER WAREHOUSE,mumbai,Scheduled,"10265740",360,360,13608.0,"2026-08-15","2026-08-19","2026-08-21",1
mumbai-10292367,"2273910097633",mumbai,MUMBAI M10 - FEEDER WAREHOUSE,mumbai,Scheduled,"10292367",288,288,22190.4,"2026-08-15","2026-08-19","2026-08-21",1
mumbai-10315341,"2273910097633",mumbai,MUMBAI M10 - FEEDER WAREHOUSE,mumbai,Scheduled,"10315341",96,96,3120.0,"2026-08-15","2026-08-19","2026-08-21",1
mumbai-10315543,"2273910097633",mumbai,MUMBAI M10 - FEEDER WAREHOUSE,mumbai,Scheduled,"10315543",144,144,4680.0,"2026-08-15","2026-08-19","2026-08-21",1
mumbai-10315546,"2273910097633",mumbai,MUMBAI M10 - FEEDER WAREHOUSE,mumbai,Scheduled,"10315546",192,192,6240.0,"2026-08-15","2026-08-19","2026-08-21",1
mumbai-10315547,"2273910097633",mumbai,MUMBAI M10 - FEEDER WAREHOUSE,mumbai,Scheduled,"10315547",288,288,9360.0,"2026-08-15","2026-08-19","2026-08-21",1
mumbai-10315586,"2273910097633",mumbai,MUMBAI M10 - FEEDER WAREHOUSE,mumbai,Scheduled,"10315586",36,36,6804.0,"2026-08-15","2026-08-19","2026-08-21",1
mumbai-10325396,"2273910097633",mumbai,MUMBAI M10 - FEEDER WAREHOUSE,mumbai,Scheduled,"10325396",144,144,12060.0,"2026-08-15","2026-08-19","2026-08-21",1
mumbai-10176797,"2273910097846",mumbai,MUMBAI M10 - FEEDER WAREHOUSE,mumbai,Scheduled,"10176797",180,180,6804.0,"2026-08-17","2026-08-21","2026-08-23",1
mumbai-10216715,"2273910097846",mumbai,MUMBAI M10 - FEEDER WAREHOUSE,mumbai,Scheduled,"10216715",216,216,5616.0,"2026-08-17","2026-08-21","2026-08-23",1
mumbai-10216726,"2273910097846",mumbai,MUMBAI M10 - FEEDER WAREHOUSE,mumbai,Scheduled,"10216726",144,144,3744.0,"2026-08-17","2026-08-21","2026-08-23",1
mumbai-10249577,"2273910097846",mumbai,MUMBAI M10 - FEEDER WAREHOUSE,mumbai,Scheduled,"10249577",36,36,27694.8,"2026-08-17","2026-08-21","2026-08-23",1
mumbai-10315341,"2273910097846",mumbai,MUMBAI M10 - FEEDER WAREHOUSE,mumbai,Scheduled,"10315341",240,240,7800.0,"2026-08-17","2026-08-21","2026-08-23",1
nagpur-10176797,"2549710050075",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10176797",180,180,6804.0,"2026-08-10","2026-08-19","2026-08-22",1
nagpur-10216715,"2549710050075",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10216715",144,144,3744.0,"2026-08-10","2026-08-19","2026-08-22",1
nagpur-10216726,"2549710050075",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10216726",144,144,3744.0,"2026-08-10","2026-08-19","2026-08-22",1
nagpur-10249574,"2549710050075",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10249574",72,72,146109.6,"2026-08-10","2026-08-19","2026-08-22",1
nagpur-10292367,"2549710050075",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10292367",144,144,11095.2,"2026-08-10","2026-08-19","2026-08-22",1
nagpur-10315341,"2549710050075",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10315341",48,48,1560.0,"2026-08-10","2026-08-19","2026-08-22",1
nagpur-10315543,"2549710050075",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10315543",48,48,1560.0,"2026-08-10","2026-08-19","2026-08-22",1
nagpur-10315547,"2549710050075",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10315547",96,96,3120.0,"2026-08-10","2026-08-19","2026-08-22",1
nagpur-10176793,"2549710050594",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10176793",180,180,6804.0,"2026-08-11","2026-08-20","2026-08-23",1
nagpur-10216709,"2549710050594",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10216709",216,216,5616.0,"2026-08-11","2026-08-20","2026-08-23",1
nagpur-10216715,"2549710050594",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10216715",216,216,5616.0,"2026-08-11","2026-08-20","2026-08-23",1
nagpur-10216726,"2549710050594",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10216726",72,72,1872.0,"2026-08-11","2026-08-20","2026-08-23",1
nagpur-10249574,"2549710050594",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10249574",36,36,73054.8,"2026-08-11","2026-08-20","2026-08-23",1
nagpur-10252336,"2549710050594",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10252336",12,12,24351.6,"2026-08-11","2026-08-20","2026-08-23",1
nagpur-10315543,"2549710050594",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10315543",48,48,1560.0,"2026-08-11","2026-08-20","2026-08-23",1
nagpur-10315547,"2549710050594",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10315547",48,48,1560.0,"2026-08-11","2026-08-20","2026-08-23",1
nagpur-10176795,"2549710051002",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10176795",180,180,6804.0,"2026-08-12","2026-08-21","2026-08-24",1
nagpur-10176797,"2549710051002",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10176797",360,360,13608.0,"2026-08-12","2026-08-21","2026-08-24",1
nagpur-10216715,"2549710051002",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10216715",360,360,9360.0,"2026-08-12","2026-08-21","2026-08-24",1
nagpur-10216726,"2549710051002",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10216726",144,144,3744.0,"2026-08-12","2026-08-21","2026-08-24",1
nagpur-10249574,"2549710051002",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10249574",12,12,24351.6,"2026-08-12","2026-08-21","2026-08-24",1
nagpur-10249576,"2549710051002",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10249576",12,12,23511.6,"2026-08-12","2026-08-21","2026-08-24",1
nagpur-10260300,"2549710051002",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10260300",36,36,6804.0,"2026-08-12","2026-08-21","2026-08-24",1
nagpur-10265737,"2549710051002",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10265737",36,36,6804.0,"2026-08-12","2026-08-21","2026-08-24",1
nagpur-10265740,"2549710051002",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10265740",180,180,6804.0,"2026-08-12","2026-08-21","2026-08-24",1
nagpur-10292367,"2549710051002",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10292367",144,144,11095.2,"2026-08-12","2026-08-21","2026-08-24",1
nagpur-10315341,"2549710051002",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10315341",48,48,1560.0,"2026-08-12","2026-08-21","2026-08-24",1
nagpur-10315546,"2549710051002",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10315546",48,48,1560.0,"2026-08-12","2026-08-21","2026-08-24",1
nagpur-10315547,"2549710051002",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10315547",48,48,1560.0,"2026-08-12","2026-08-21","2026-08-24",1
nagpur-10176794,"2549710051216",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10176794",180,180,6804.0,"2026-08-13","2026-08-21","2026-08-25",1
nagpur-10176797,"2549710051216",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10176797",180,180,6804.0,"2026-08-13","2026-08-21","2026-08-25",1
nagpur-10216709,"2549710051216",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10216709",72,72,1872.0,"2026-08-13","2026-08-21","2026-08-25",1
nagpur-10216715,"2549710051216",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10216715",216,216,5616.0,"2026-08-13","2026-08-21","2026-08-25",1
nagpur-10216722,"2549710051216",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10216722",72,72,1872.0,"2026-08-13","2026-08-21","2026-08-25",1
nagpur-10216726,"2549710051216",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10216726",144,144,3744.0,"2026-08-13","2026-08-21","2026-08-25",1
nagpur-10249574,"2549710051216",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10249574",24,24,48703.2,"2026-08-13","2026-08-21","2026-08-25",1
nagpur-10291036,"2549710051216",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10291036",24,24,18463.2,"2026-08-13","2026-08-21","2026-08-25",1
nagpur-10315543,"2549710051216",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10315543",48,48,1560.0,"2026-08-13","2026-08-21","2026-08-25",1
nagpur-10315546,"2549710051216",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10315546",48,48,1560.0,"2026-08-13","2026-08-21","2026-08-25",1
nagpur-10315547,"2549710051216",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10315547",48,48,1560.0,"2026-08-13","2026-08-21","2026-08-25",1
nagpur-10176795,"2549710051651",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10176795",180,180,6804.0,"2026-08-14","2026-08-22","2026-09-10",1
nagpur-10216715,"2549710051651",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10216715",216,216,5616.0,"2026-08-14","2026-08-22","2026-09-10",1
nagpur-10216726,"2549710051651",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10216726",72,72,1872.0,"2026-08-14","2026-08-22","2026-09-10",1
nagpur-10249574,"2549710051651",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10249574",288,288,584438.4,"2026-08-14","2026-08-22","2026-09-10",1
nagpur-10249576,"2549710051651",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10249576",12,12,23511.6,"2026-08-14","2026-08-22","2026-09-10",1
nagpur-10249577,"2549710051651",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10249577",24,24,18463.2,"2026-08-14","2026-08-22","2026-09-10",1
nagpur-10249578,"2549710051651",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10249578",72,72,55389.6,"2026-08-14","2026-08-22","2026-09-10",1
nagpur-10252336,"2549710051651",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10252336",84,84,170461.2,"2026-08-14","2026-08-22","2026-09-10",1
nagpur-10258333,"2549710051651",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10258333",36,36,6804.0,"2026-08-14","2026-08-22","2026-09-10",1
nagpur-10258761,"2549710051651",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10258761",36,36,6804.0,"2026-08-14","2026-08-22","2026-09-10",1
nagpur-10265737,"2549710051651",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10265737",36,36,6804.0,"2026-08-14","2026-08-22","2026-09-10",1
nagpur-10292367,"2549710051651",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10292367",144,144,11095.2,"2026-08-14","2026-08-22","2026-09-10",1
nagpur-10315341,"2549710051651",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10315341",144,144,4680.0,"2026-08-14","2026-08-22","2026-09-10",1
nagpur-10176793,"2549710051866",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10176793",180,180,6804.0,"2026-08-15","2026-08-24","2026-08-27",1
nagpur-10176795,"2549710051866",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10176795",360,360,13608.0,"2026-08-15","2026-08-24","2026-08-27",1
nagpur-10176797,"2549710051866",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10176797",540,540,20412.0,"2026-08-15","2026-08-24","2026-08-27",1
nagpur-10199527,"2549710051866",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10199527",180,180,6804.0,"2026-08-15","2026-08-24","2026-08-27",1
nagpur-10216715,"2549710051866",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10216715",432,432,11232.0,"2026-08-15","2026-08-24","2026-08-27",1
nagpur-10216722,"2549710051866",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10216722",144,144,3744.0,"2026-08-15","2026-08-24","2026-08-27",1
nagpur-10216726,"2549710051866",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10216726",216,216,5616.0,"2026-08-15","2026-08-24","2026-08-27",1
nagpur-10249574,"2549710051866",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10249574",168,168,340922.4,"2026-08-15","2026-08-24","2026-08-27",1
nagpur-10249576,"2549710051866",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10249576",24,24,47023.2,"2026-08-15","2026-08-24","2026-08-27",1
nagpur-10249577,"2549710051866",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10249577",24,24,18463.2,"2026-08-15","2026-08-24","2026-08-27",1
nagpur-10252336,"2549710051866",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10252336",48,48,97406.4,"2026-08-15","2026-08-24","2026-08-27",1
nagpur-10258761,"2549710051866",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10258761",36,36,6804.0,"2026-08-15","2026-08-24","2026-08-27",1
nagpur-10260300,"2549710051866",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10260300",36,36,6804.0,"2026-08-15","2026-08-24","2026-08-27",1
nagpur-10265737,"2549710051866",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10265737",36,36,6804.0,"2026-08-15","2026-08-24","2026-08-27",1
nagpur-10265740,"2549710051866",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10265740",360,360,13608.0,"2026-08-15","2026-08-24","2026-08-27",1
nagpur-10292367,"2549710051866",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10292367",144,144,11095.2,"2026-08-15","2026-08-24","2026-08-27",1
nagpur-10315341,"2549710051866",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10315341",96,96,3120.0,"2026-08-15","2026-08-24","2026-08-27",1
nagpur-10315543,"2549710051866",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10315543",48,48,1560.0,"2026-08-15","2026-08-24","2026-08-27",1
nagpur-10315546,"2549710051866",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10315546",96,96,3120.0,"2026-08-15","2026-08-24","2026-08-27",1
nagpur-10315547,"2549710051866",nagpur,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,Scheduled,"10315547",96,96,3120.0,"2026-08-15","2026-08-24","2026-08-27",1
dasna-10176795,"2576310066675",dasna,DASNA D3 - FEEDER WAREHOUSE,dasna,Scheduled,"10176795",720,720,27216.0,"2026-08-12","2026-08-18","2026-08-19",1
dasna-10176797,"2576310066675",dasna,DASNA D3 - FEEDER WAREHOUSE,dasna,Scheduled,"10176797",1080,1080,40824.0,"2026-08-12","2026-08-18","2026-08-19",1
dasna-10199527,"2576310066675",dasna,DASNA D3 - FEEDER WAREHOUSE,dasna,Scheduled,"10199527",180,180,6804.0,"2026-08-12","2026-08-18","2026-08-19",1
dasna-10216709,"2576310066675",dasna,DASNA D3 - FEEDER WAREHOUSE,dasna,Scheduled,"10216709",72,72,1872.0,"2026-08-12","2026-08-18","2026-08-19",1
dasna-10216715,"2576310066675",dasna,DASNA D3 - FEEDER WAREHOUSE,dasna,Scheduled,"10216715",2304,2304,59904.0,"2026-08-12","2026-08-18","2026-08-19",1
dasna-10216722,"2576310066675",dasna,DASNA D3 - FEEDER WAREHOUSE,dasna,Scheduled,"10216722",216,216,5616.0,"2026-08-12","2026-08-18","2026-08-19",1
dasna-10216726,"2576310066675",dasna,DASNA D3 - FEEDER WAREHOUSE,dasna,Scheduled,"10216726",1080,1080,28080.0,"2026-08-12","2026-08-18","2026-08-19",1
dasna-10249577,"2576310066675",dasna,DASNA D3 - FEEDER WAREHOUSE,dasna,Scheduled,"10249577",54,54,41542.2,"2026-08-12","2026-08-18","2026-08-19",1
dasna-10249578,"2576310066675",dasna,DASNA D3 - FEEDER WAREHOUSE,dasna,Scheduled,"10249578",24,24,18463.2,"2026-08-12","2026-08-18","2026-08-19",1
dasna-10260300,"2576310066675",dasna,DASNA D3 - FEEDER WAREHOUSE,dasna,Scheduled,"10260300",36,36,6804.0,"2026-08-12","2026-08-18","2026-08-19",1
dasna-10265740,"2576310066675",dasna,DASNA D3 - FEEDER WAREHOUSE,dasna,Scheduled,"10265740",540,540,20412.0,"2026-08-12","2026-08-18","2026-08-19",1
dasna-10292367,"2576310066675",dasna,DASNA D3 - FEEDER WAREHOUSE,dasna,Scheduled,"10292367",576,576,44380.8,"2026-08-12","2026-08-18","2026-08-19",1
dasna-10297369,"2576310066675",dasna,DASNA D3 - FEEDER WAREHOUSE,dasna,Scheduled,"10297369",40,40,41972.0,"2026-08-12","2026-08-18","2026-08-19",1
dasna-10298083,"2576310066675",dasna,DASNA D3 - FEEDER WAREHOUSE,dasna,Scheduled,"10298083",40,40,41972.0,"2026-08-12","2026-08-18","2026-08-19",1
dasna-10315341,"2576310066675",dasna,DASNA D3 - FEEDER WAREHOUSE,dasna,Scheduled,"10315341",192,192,6240.0,"2026-08-12","2026-08-18","2026-08-19",1
dasna-10315546,"2576310066675",dasna,DASNA D3 - FEEDER WAREHOUSE,dasna,Scheduled,"10315546",288,288,9360.0,"2026-08-12","2026-08-18","2026-08-19",1
dasna-10315547,"2576310066675",dasna,DASNA D3 - FEEDER WAREHOUSE,dasna,Scheduled,"10315547",336,336,10920.0,"2026-08-12","2026-08-18","2026-08-19",1
dasna-10324645,"2576310066675",dasna,DASNA D3 - FEEDER WAREHOUSE,dasna,Scheduled,"10324645",144,144,12060.0,"2026-08-12","2026-08-18","2026-08-19",1
dasna-10176795,"2576310067109",dasna,DASNA D3 - FEEDER WAREHOUSE,dasna,Scheduled,"10176795",180,180,6804.0,"2026-08-13","2026-08-18","2026-08-20",1
dasna-10176797,"2576310067109",dasna,DASNA D3 - FEEDER WAREHOUSE,dasna,Scheduled,"10176797",540,540,20412.0,"2026-08-13","2026-08-18","2026-08-20",1
dasna-10216709,"2576310067109",dasna,DASNA D3 - FEEDER WAREHOUSE,dasna,Scheduled,"10216709",216,216,5616.0,"2026-08-13","2026-08-18","2026-08-20",1
dasna-10216715,"2576310067109",dasna,DASNA D3 - FEEDER WAREHOUSE,dasna,Scheduled,"10216715",432,432,11232.0,"2026-08-13","2026-08-18","2026-08-20",1
dasna-10216722,"2576310067109",dasna,DASNA D3 - FEEDER WAREHOUSE,dasna,Scheduled,"10216722",144,144,3744.0,"2026-08-13","2026-08-18","2026-08-20",1
dasna-10216726,"2576310067109",dasna,DASNA D3 - FEEDER WAREHOUSE,dasna,Scheduled,"10216726",288,288,7488.0,"2026-08-13","2026-08-18","2026-08-20",1
